MARG,COMM,SRC,DST,value
SRV,P_C,OPC,CHN,707.769556806473
SRV,P_C,OPC,XEA,1236.3209786596758
SRV,P_C,OPC,USA,872.1734270433582
SRV,P_C,OPC,RUS,3.476220032558887
SRV,P_C,OPC,EUR,1363.1339234193065
SRV,P_C,OPC,XOE,2357.9759181063746
SRV,P_C,OPC,OPC,965.7516233024518
SRV,P_C,OPC,SAS,979.9271363861376
SRV,P_C,OPC,XLC,399.0276147819693
SRV,P_C,OPC,ROW,1218.521798270474
SRV,P_C,SAS,CHN,8.50009621664395
SRV,P_C,SAS,XEA,266.00083780482805
SRV,P_C,SAS,USA,220.539464416526
SRV,P_C,SAS,RUS,1.2511199998515992
SRV,P_C,SAS,EUR,631.3113312981317
SRV,P_C,SAS,XOE,262.23960408033395
SRV,P_C,SAS,OPC,599.1212433528837
SRV,P_C,SAS,SAS,165.0247423656716
SRV,P_C,SAS,XLC,6.06422072786736
SRV,P_C,SAS,ROW,610.2758572971912
SRV,P_C,XLC,CHN,5.749626974796943
SRV,P_C,XLC,XEA,22.57061352634758
SRV,P_C,XLC,USA,537.3704495643125
SRV,P_C,XLC,RUS,0.38192656119829727
SRV,P_C,XLC,EUR,92.85018332829533
SRV,P_C,XLC,XOE,37.070373727527134
SRV,P_C,XLC,OPC,141.78346027816295
SRV,P_C,XLC,SAS,1.699783142324136
SRV,P_C,XLC,XLC,318.28937950877713
SRV,P_C,XLC,ROW,32.037817881733716
SRV,P_C,ROW,CHN,3.4975035670172914
SRV,P_C,ROW,XEA,30.206869083909236
SRV,P_C,ROW,USA,67.88054654421119
SRV,P_C,ROW,RUS,220.25314878521425
SRV,P_C,ROW,EUR,827.3397446715691
SRV,P_C,ROW,XOE,14.237263850069937
SRV,P_C,ROW,OPC,246.7024676064534
SRV,P_C,ROW,SAS,10.860108469547137
SRV,P_C,ROW,XLC,8.209585062286099
SRV,P_C,ROW,ROW,774.0307619223024
SRV,AGR,CHN,XEA,940.8279987055305
SRV,AGR,CHN,USA,101.0947661134459
SRV,AGR,CHN,RUS,182.56307177279655
SRV,AGR,CHN,EUR,191.96582281899114
SRV,AGR,CHN,XOE,463.05905835507843
SRV,AGR,CHN,OPC,149.31038675737426
SRV,AGR,CHN,SAS,119.29394158806383
SRV,AGR,CHN,XLC,33.31758429149834
SRV,AGR,CHN,ROW,81.6548379289426
SRV,AGR,XEA,CHN,887.0333710268035
SRV,AGR,XEA,XEA,608.9365104355169
SRV,AGR,XEA,USA,152.04327278496834
SRV,AGR,XEA,RUS,24.64097000198833
SRV,AGR,XEA,EUR,240.04594173304
SRV,AGR,XEA,XOE,506.4711116378987
SRV,AGR,XEA,OPC,103.95490094198014
SRV,AGR,XEA,SAS,115.75352538456868
SRV,AGR,XEA,XLC,8.46090506732729
SRV,AGR,XEA,ROW,26.35536500528419
SRV,AGR,USA,CHN,3282.332211709682
SRV,AGR,USA,XEA,1305.3146174152457
SRV,AGR,USA,RUS,31.102838909139173
SRV,AGR,USA,EUR,172.06091879439248
SRV,AGR,USA,XOE,3272.4800419322105
SRV,AGR,USA,OPC,606.0777854448303
SRV,AGR,USA,SAS,91.31433136365756
SRV,AGR,USA,XLC,1771.501237693996
SRV,AGR,USA,ROW,638.027867630004
SRV,AGR,RUS,CHN,1.167767085546101
SRV,AGR,RUS,XEA,2.9278989848975843
SRV,AGR,RUS,USA,1.6309752312387935
SRV,AGR,RUS,EUR,59.29959248239162
SRV,AGR,RUS,XOE,1.7873182882928678
SRV,AGR,RUS,OPC,80.17525156944217
SRV,AGR,RUS,SAS,11.148609877303514
SRV,AGR,RUS,XLC,0.01782248610794651
SRV,AGR,RUS,ROW,399.6371086693936
SRV,AGR,EUR,CHN,81.36759877810802
SRV,AGR,EUR,XEA,81.29531097659955
SRV,AGR,EUR,USA,186.4363285940119
SRV,AGR,EUR,RUS,694.3216721340835
SRV,AGR,EUR,EUR,3670.315813324867
SRV,AGR,EUR,XOE,115.72782043021601
SRV,AGR,EUR,OPC,625.9928961861322
SRV,AGR,EUR,SAS,21.182380412157087
SRV,AGR,EUR,XLC,39.60812133616738
SRV,AGR,EUR,ROW,1018.8488127241152
SRV,AGR,XOE,CHN,491.10488231331203
SRV,AGR,XOE,XEA,656.5705011873549
SRV,AGR,XOE,USA,974.7938512972638
SRV,AGR,XOE,RUS,18.112471472074645
SRV,AGR,XOE,EUR,299.6968148089283
SRV,AGR,XOE,XOE,873.4679018949171
SRV,AGR,XOE,OPC,324.9960076484325
SRV,AGR,XOE,SAS,268.6187590164811
SRV,AGR,XOE,XLC,213.67836654855108
SRV,AGR,XOE,ROW,170.8532296659392
SRV,AGR,OPC,CHN,2731.2361461584683
SRV,AGR,OPC,XEA,243.3754263221322
SRV,AGR,OPC,USA,165.28530118618576
SRV,AGR,OPC,RUS,106.504728280055
SRV,AGR,OPC,EUR,1237.9413600002306
SRV,AGR,OPC,XOE,238.5818765110305
SRV,AGR,OPC,OPC,1105.3104497613115
SRV,AGR,OPC,SAS,49.87944054278843
SRV,AGR,OPC,XLC,85.77166795704342
SRV,AGR,OPC,ROW,294.92576628953566
SRV,AGR,SAS,CHN,196.35394144398938
SRV,AGR,SAS,XEA,337.0371089434472
SRV,AGR,SAS,USA,78.9915191609893
SRV,AGR,SAS,RUS,80.46001898407057
SRV,AGR,SAS,EUR,222.46650152547113
SRV,AGR,SAS,XOE,49.639346746902845
SRV,AGR,SAS,OPC,310.19359730092356
SRV,AGR,SAS,SAS,486.0800516728916
SRV,AGR,SAS,XLC,22.778551544148286
SRV,AGR,SAS,ROW,82.09132251211001
SRV,AGR,XLC,CHN,1271.016396968904
SRV,AGR,XLC,XEA,236.057184243988
SRV,AGR,XLC,USA,5530.428550296499
SRV,AGR,XLC,RUS,313.41959467475516
SRV,AGR,XLC,EUR,2203.1346865531286
SRV,AGR,XLC,XOE,694.2504949127134
SRV,AGR,XLC,OPC,685.2542901557772
SRV,AGR,XLC,SAS,19.6500654276519
SRV,AGR,XLC,XLC,697.6314349064248
SRV,AGR,XLC,ROW,373.88286960320346
SRV,AGR,ROW,CHN,174.62642903965076
SRV,AGR,ROW,XEA,198.1956329037034
SRV,AGR,ROW,USA,195.699339567821
SRV,AGR,ROW,RUS,1024.4263540535162
SRV,AGR,ROW,EUR,3010.0857492222785
SRV,AGR,ROW,XOE,128.97688985392804
SRV,AGR,ROW,OPC,1124.8952851746676
SRV,AGR,ROW,SAS,175.78626664190088
SRV,AGR,ROW,XLC,53.40701357159366
SRV,AGR,ROW,ROW,1007.2789717717498
SRV,OXT,CHN,XEA,194.17775938846637
SRV,OXT,CHN,USA,135.64607531528094
SRV,OXT,CHN,RUS,9.743457913287095
SRV,OXT,CHN,EUR,165.04274181690303
SRV,OXT,CHN,XOE,258.21539187144265
SRV,OXT,CHN,OPC,22.045186736180792
SRV,OXT,CHN,SAS,32.404882309749524
SRV,OXT,CHN,XLC,15.156955541713543
SRV,OXT,CHN,ROW,38.94790717960846
SRV,OXT,XEA,CHN,4497.470783091739
SRV,OXT,XEA,XEA,846.3541316926992
SRV,OXT,XEA,USA,42.18297328603719
SRV,OXT,XEA,RUS,9.34921495396738
SRV,OXT,XEA,EUR,646.24574968231
SRV,OXT,XEA,XOE,3668.626655250908
SRV,OXT,XEA,OPC,4.207066738603921
SRV,OXT,XEA,SAS,1323.8840341926639
SRV,OXT,XEA,XLC,7.630884199367703
SRV,OXT,XEA,ROW,20.04545902864257
SRV,OXT,USA,CHN,912.5321701984915
SRV,OXT,USA,XEA,54.19856956378811
SRV,OXT,USA,RUS,1.9238317592169232
SRV,OXT,USA,EUR,85.44189253266818
SRV,OXT,USA,XOE,925.4751717939407
SRV,OXT,USA,OPC,58.65100023622693
SRV,OXT,USA,SAS,5.663220433964205
SRV,OXT,USA,XLC,310.8910803487016
SRV,OXT,USA,ROW,17.283910395529638
SRV,OXT,RUS,CHN,489.58862546640415
SRV,OXT,RUS,XEA,16.54462381058496
SRV,OXT,RUS,USA,1.7800445917226357
SRV,OXT,RUS,EUR,272.88402187108926
SRV,OXT,RUS,XOE,10.649004332336458
SRV,OXT,RUS,OPC,52.56462396687844
SRV,OXT,RUS,SAS,21.320363182460472
SRV,OXT,RUS,XLC,3.114451591843679
SRV,OXT,RUS,ROW,123.10100316691651
SRV,OXT,EUR,CHN,322.4532044015228
SRV,OXT,EUR,XEA,122.72681280024605
SRV,OXT,EUR,USA,60.34861244565304
SRV,OXT,EUR,RUS,53.59705111504736
SRV,OXT,EUR,EUR,1443.4377376822358
SRV,OXT,EUR,XOE,75.3343362671352
SRV,OXT,EUR,OPC,279.5515071734427
SRV,OXT,EUR,SAS,44.3026048136178
SRV,OXT,EUR,XLC,47.674638648684095
SRV,OXT,EUR,ROW,1214.9946734607809
SRV,OXT,XOE,CHN,9672.547276437332
SRV,OXT,XOE,XEA,679.4564816966162
SRV,OXT,XOE,USA,654.7760212501993
SRV,OXT,XOE,RUS,0.46740636814658937
SRV,OXT,XOE,EUR,369.3451690216692
SRV,OXT,XOE,XOE,7510.261810470005
SRV,OXT,XOE,OPC,57.45524479349253
SRV,OXT,XOE,SAS,1747.4593397162694
SRV,OXT,XOE,XLC,104.38941711744548
SRV,OXT,XOE,ROW,86.02446694462111
SRV,OXT,OPC,CHN,4988.760335792244
SRV,OXT,OPC,XEA,372.53137586910225
SRV,OXT,OPC,USA,104.2899773513457
SRV,OXT,OPC,RUS,73.97127563384976
SRV,OXT,OPC,EUR,2358.5145168761724
SRV,OXT,OPC,XOE,1497.0243634071678
SRV,OXT,OPC,OPC,702.9921561023643
SRV,OXT,OPC,SAS,786.2956361591378
SRV,OXT,OPC,XLC,314.71888528929594
SRV,OXT,OPC,ROW,445.2393497988146
SRV,OXT,SAS,CHN,1291.864996151709
SRV,OXT,SAS,XEA,88.77032040959274
SRV,OXT,SAS,USA,15.292947519237206
SRV,OXT,SAS,RUS,3.5296728446456047
SRV,OXT,SAS,EUR,133.94032144645575
SRV,OXT,SAS,XOE,112.79235004262561
SRV,OXT,SAS,OPC,76.49673512422866
SRV,OXT,SAS,SAS,56.43865767294015
SRV,OXT,SAS,XLC,4.49929498804958
SRV,OXT,SAS,ROW,19.917602472610394
SRV,OXT,XLC,CHN,9761.978726556872
SRV,OXT,XLC,XEA,363.7706552902713
SRV,OXT,XLC,USA,358.15852810570163
SRV,OXT,XLC,RUS,0.14968970123357278
SRV,OXT,XLC,EUR,3786.3676453777994
SRV,OXT,XLC,XOE,9280.566322272693
SRV,OXT,XLC,OPC,913.9054839439165
SRV,OXT,XLC,SAS,2066.6083127160887
SRV,OXT,XLC,XLC,390.008176812445
SRV,OXT,XLC,ROW,692.9977158470463
SRV,OXT,ROW,CHN,3893.5466582757927
SRV,OXT,ROW,XEA,206.4659265842222
SRV,OXT,ROW,USA,162.58783329209516
SRV,OXT,ROW,RUS,141.8188954854823
SRV,OXT,ROW,EUR,1544.287092197745
SRV,OXT,ROW,XOE,357.03550796391784
SRV,OXT,ROW,OPC,111.31305972365418
SRV,OXT,ROW,SAS,527.3453161271364
SRV,OXT,ROW,XLC,64.84563899562224
SRV,OXT,ROW,ROW,1953.1318652930793
SRV,EIT,CHN,XEA,3559.3159450212224
SRV,EIT,CHN,USA,3913.4998364777753
SRV,EIT,CHN,RUS,567.5589716127412
SRV,EIT,CHN,EUR,3808.554041127438
SRV,EIT,CHN,XOE,4453.917552091607
SRV,EIT,CHN,OPC,2709.964790965426
SRV,EIT,CHN,SAS,1695.266960363095
SRV,EIT,CHN,XLC,1287.3410168708074
SRV,EIT,CHN,ROW,1802.5507713785958
SRV,EIT,XEA,CHN,6026.324616989233
SRV,EIT,XEA,XEA,5421.329784753014
SRV,EIT,XEA,USA,1502.2906138607018
SRV,EIT,XEA,RUS,67.30805159349127
SRV,EIT,XEA,EUR,1633.175124389092
SRV,EIT,XEA,XOE,2912.7744219798155
SRV,EIT,XEA,OPC,843.9613805818176
SRV,EIT,XEA,SAS,1066.7479878603153
SRV,EIT,XEA,XLC,261.0748961868238
SRV,EIT,XEA,ROW,634.6836424422398
SRV,EIT,USA,CHN,2314.5071063595233
SRV,EIT,USA,XEA,1860.9079416455993
SRV,EIT,USA,RUS,160.1972484443432
SRV,EIT,USA,EUR,1182.444307476602
SRV,EIT,USA,XOE,6478.672005445321
SRV,EIT,USA,OPC,1506.8679415242036
SRV,EIT,USA,SAS,631.0206075680882
SRV,EIT,USA,XLC,5776.017952060433
SRV,EIT,USA,ROW,999.3994188406206
SRV,EIT,RUS,CHN,489.9975902483318
SRV,EIT,RUS,XEA,377.19950488113943
SRV,EIT,RUS,USA,338.7482892308933
SRV,EIT,RUS,EUR,1500.1384658211323
SRV,EIT,RUS,XOE,150.25975759846642
SRV,EIT,RUS,OPC,570.5499870205801
SRV,EIT,RUS,SAS,186.0016314725994
SRV,EIT,RUS,XLC,202.0131892289344
SRV,EIT,RUS,ROW,1152.0105523129937
SRV,EIT,EUR,CHN,2682.4881643462763
SRV,EIT,EUR,XEA,2059.698254003027
SRV,EIT,EUR,USA,3767.6696865802423
SRV,EIT,EUR,RUS,2286.25729628809
SRV,EIT,EUR,EUR,23087.224896721153
SRV,EIT,EUR,XOE,2627.601403384711
SRV,EIT,EUR,OPC,3924.1675544888544
SRV,EIT,EUR,SAS,1129.1774229537073
SRV,EIT,EUR,XLC,1569.7792279218768
SRV,EIT,EUR,ROW,7320.881470783125
SRV,EIT,XOE,CHN,7499.325413207301
SRV,EIT,XOE,XEA,6369.0546904554785
SRV,EIT,XOE,USA,7139.895540782923
SRV,EIT,XOE,RUS,272.7555923575185
SRV,EIT,XOE,EUR,1524.9206301100105
SRV,EIT,XOE,XOE,3829.0450541600826
SRV,EIT,XOE,OPC,1410.5443677811502
SRV,EIT,XOE,SAS,979.1363149557492
SRV,EIT,XOE,XLC,881.4192225653161
SRV,EIT,XOE,ROW,705.0780831611357
SRV,EIT,OPC,CHN,1566.6528738152465
SRV,EIT,OPC,XEA,805.6955168339746
SRV,EIT,OPC,USA,1037.1601109078972
SRV,EIT,OPC,RUS,35.07913953123306
SRV,EIT,OPC,EUR,1536.9828760827736
SRV,EIT,OPC,XOE,670.3845177525592
SRV,EIT,OPC,OPC,2242.507170663304
SRV,EIT,OPC,SAS,1084.649832008635
SRV,EIT,OPC,XLC,1122.5417068517654
SRV,EIT,OPC,ROW,1043.3496009782114
SRV,EIT,SAS,CHN,238.42542249372352
SRV,EIT,SAS,XEA,319.7908504688646
SRV,EIT,SAS,USA,442.1468633106934
SRV,EIT,SAS,RUS,28.31318137673069
SRV,EIT,SAS,EUR,685.0013760359797
SRV,EIT,SAS,XOE,239.0078690952103
SRV,EIT,SAS,OPC,566.3463879524189
SRV,EIT,SAS,SAS,574.423557168542
SRV,EIT,SAS,XLC,122.58563511090138
SRV,EIT,SAS,ROW,464.56600189051005
SRV,EIT,XLC,CHN,356.92398062418397
SRV,EIT,XLC,XEA,166.9975593626828
SRV,EIT,XLC,USA,2769.9256079531724
SRV,EIT,XLC,RUS,12.708120834991298
SRV,EIT,XLC,EUR,643.3871030916222
SRV,EIT,XLC,XOE,319.5436779387178
SRV,EIT,XLC,OPC,922.078312406585
SRV,EIT,XLC,SAS,32.948966731358006
SRV,EIT,XLC,XLC,2291.6004141207304
SRV,EIT,XLC,ROW,70.84047786123841
SRV,EIT,ROW,CHN,581.1682590796521
SRV,EIT,ROW,XEA,615.6835552051143
SRV,EIT,ROW,USA,784.5860123756253
SRV,EIT,ROW,RUS,743.2092814825102
SRV,EIT,ROW,EUR,3943.2451479567458
SRV,EIT,ROW,XOE,401.6048369877014
SRV,EIT,ROW,OPC,2432.8749055823637
SRV,EIT,ROW,SAS,1007.1765239820791
SRV,EIT,ROW,XLC,226.90297139184986
SRV,EIT,ROW,ROW,3847.4790569869865
SRV,XMN,CHN,XEA,7300.802118933099
SRV,XMN,CHN,USA,17917.852309304526
SRV,XMN,CHN,RUS,1816.8031160112403
SRV,XMN,CHN,EUR,16000.845818081223
SRV,XMN,CHN,XOE,12021.780888241417
SRV,XMN,CHN,OPC,5868.515677488188
SRV,XMN,CHN,SAS,2489.7169448542386
SRV,XMN,CHN,XLC,3515.905222249398
SRV,XMN,CHN,ROW,4643.514695838757
SRV,XMN,XEA,CHN,5170.9273096181405
SRV,XMN,XEA,XEA,7588.646452970472
SRV,XMN,XEA,USA,6169.1093234086775
SRV,XMN,XEA,RUS,279.8259850571143
SRV,XMN,XEA,EUR,5585.777072741982
SRV,XMN,XEA,XOE,5925.087738739133
SRV,XMN,XEA,OPC,2021.2246068840298
SRV,XMN,XEA,SAS,2360.9787767856474
SRV,XMN,XEA,XLC,804.1737426649923
SRV,XMN,XEA,ROW,1775.9996872399902
SRV,XMN,USA,CHN,1929.300273459586
SRV,XMN,USA,XEA,2093.7928250832683
SRV,XMN,USA,RUS,417.6005213474676
SRV,XMN,USA,EUR,1388.5930566907368
SRV,XMN,USA,XOE,9777.2254356079
SRV,XMN,USA,OPC,2119.90935696812
SRV,XMN,USA,SAS,406.3917938688424
SRV,XMN,USA,XLC,6732.136232129361
SRV,XMN,USA,ROW,1241.8381638658218
SRV,XMN,RUS,CHN,242.48325752041688
SRV,XMN,RUS,XEA,57.006333406872564
SRV,XMN,RUS,USA,50.44263940381191
SRV,XMN,RUS,EUR,487.37286491539527
SRV,XMN,RUS,XOE,236.68555516998165
SRV,XMN,RUS,OPC,182.12549625301529
SRV,XMN,RUS,SAS,40.83468407751053
SRV,XMN,RUS,XLC,10.260215335299133
SRV,XMN,RUS,ROW,757.3523947149472
SRV,XMN,EUR,CHN,4972.718410538357
SRV,XMN,EUR,XEA,3002.7205065080852
SRV,XMN,EUR,USA,7294.036163003864
SRV,XMN,EUR,RUS,4628.631337804619
SRV,XMN,EUR,EUR,31904.000104502844
SRV,XMN,EUR,XOE,5601.186183150203
SRV,XMN,EUR,OPC,6800.317576306549
SRV,XMN,EUR,SAS,1279.8965106270393
SRV,XMN,EUR,XLC,2373.6329051234743
SRV,XMN,EUR,ROW,11751.081671471537
SRV,XMN,XOE,CHN,6767.518731984352
SRV,XMN,XOE,XEA,6439.644837096739
SRV,XMN,XOE,USA,11193.35656604027
SRV,XMN,XOE,RUS,834.378850180554
SRV,XMN,XOE,EUR,4844.647143976109
SRV,XMN,XOE,XOE,4328.284834525981
SRV,XMN,XOE,OPC,2549.7779529828467
SRV,XMN,XOE,SAS,815.1745010974207
SRV,XMN,XOE,XLC,1860.7277170035234
SRV,XMN,XOE,ROW,1344.453578007323
SRV,XMN,OPC,CHN,287.6423059049639
SRV,XMN,OPC,XEA,364.498889244869
SRV,XMN,OPC,USA,540.5810697120068
SRV,XMN,OPC,RUS,234.2897915289742
SRV,XMN,OPC,EUR,1277.709897736932
SRV,XMN,OPC,XOE,355.9240935563847
SRV,XMN,OPC,OPC,2751.3100891451663
SRV,XMN,OPC,SAS,314.18250657695995
SRV,XMN,OPC,XLC,1476.0704693941398
SRV,XMN,OPC,ROW,1285.014313285002
SRV,XMN,SAS,CHN,317.0086266664231
SRV,XMN,SAS,XEA,709.9589017753017
SRV,XMN,SAS,USA,1570.555864607144
SRV,XMN,SAS,RUS,94.19046158630005
SRV,XMN,SAS,EUR,2914.5184006943714
SRV,XMN,SAS,XOE,580.861161967832
SRV,XMN,SAS,OPC,1699.329203862929
SRV,XMN,SAS,SAS,702.1547230391502
SRV,XMN,SAS,XLC,221.05529950160766
SRV,XMN,SAS,ROW,1090.1514744753167
SRV,XMN,XLC,CHN,494.1420973564321
SRV,XMN,XLC,XEA,445.5961012314469
SRV,XMN,XLC,USA,10026.253804270913
SRV,XMN,XLC,RUS,117.54580273287405
SRV,XMN,XLC,EUR,1307.224086415829
SRV,XMN,XLC,XOE,1271.8647979016594
SRV,XMN,XLC,OPC,1983.532367884332
SRV,XMN,XLC,SAS,214.7505634091452
SRV,XMN,XLC,XLC,3081.217602522304
SRV,XMN,XLC,ROW,415.93414166967517
SRV,XMN,ROW,CHN,192.92059519042104
SRV,XMN,ROW,XEA,217.99970933452198
SRV,XMN,ROW,USA,875.7320133712502
SRV,XMN,ROW,RUS,1477.0854321021575
SRV,XMN,ROW,EUR,8252.311523552009
SRV,XMN,ROW,XOE,367.3149108846089
SRV,XMN,ROW,OPC,2142.8851086624404
SRV,XMN,ROW,SAS,192.9547507524566
SRV,XMN,ROW,XLC,116.18073563248666
SRV,XMN,ROW,ROW,3073.1430182428694
